정부,대통령,명칭,이름,임기시작,임기종료,링크
"제3,4공화국",박정희,건설부 장관,김재규,1974년 9월,1975년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%212
"제3,4공화국",박정희,건설부 장관,신형식,1976년 12월,1977년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%213
"제3,4공화국",박정희,건설부 장관,고재일,1978년 12월,1978년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%214
"제3,4공화국",박정희,건설부 장관,최종완,1979년 12월,1980년 7월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%215
"제3,4공화국",박정희,보건사회부 장관,박주병,1963년 12월,1963년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%216
"제3,4공화국",박정희,보건사회부 장관,오원선,1964년 5월,1965년 11월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%217
"제3,4공화국",박정희,보건사회부 장관,정희섭,1966년 1월,1969년 5월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%218
"제3,4공화국",박정희,보건사회부 장관,김태동,1969년 10월,1970년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%219
"제3,4공화국",박정희,보건사회부 장관,이경호,1971년 6월,1973년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%220
"제3,4공화국",박정희,보건사회부 장관,고재필,1973년 12월,1975년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%221
"제3,4공화국",박정희,보건사회부 장관,신현확,1975년 12월,1977년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%222
"제3,4공화국",박정희,보건사회부 장관,홍성철,1978년 12월,1978년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%223
"제3,4공화국",박정희,보건사회부 장관,진의종,1979년 12월,1980년 7월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%224
"제3,4공화국",박정희,교통부 장관,김윤기,1963년 12월,1963년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%225
"제3,4공화국",박정희,교통부 장관,안경모,1964년 5월,1967년 6월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%226
"제3,4공화국",박정희,교통부 장관,박경원,1967년 10월,1968년 2월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%227
"제3,4공화국",박정희,교통부 장관,강서룡,1968년 5월,1969년 5월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%228
"제3,4공화국",박정희,교통부 장관,백선엽,1969년 10월,1970년 3월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%229
"제3,4공화국",박정희,교통부 장관,장성환,1970년 12월,1971년 10월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%230
"제3,4공화국",박정희,교통부 장관,김신,1971년 11월,1974년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%231
"제3,4공화국",박정희,교통부 장관,최경록,1974년 9월,1976년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%232
"제3,4공화국",박정희,교통부 장관,민병권,1977년 11월,1977년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%233
"제3,4공화국",박정희,교통부 장관,황인성,1978년 12월,1978년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%234
"제3,4공화국",박정희,교통부 장관,유양수,1979년 12월,1979년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%235
"제3,4공화국",박정희,교통부 장관,김재명,1980년 5월,1980년 7월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%236
"제3,4공화국",박정희,체신부 장관,홍헌표,1963년 12월,1963년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%237
"제3,4공화국",박정희,체신부 장관,김홍식,1964년 5월,1964년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%238
"제3,4공화국",박정희,체신부 장관,김병삼,1965년 5월,1966년 9월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%239
"제3,4공화국",박정희,체신부 장관,박경원,1966년 12월,1967년 6월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%240
"제3,4공화국",박정희,체신부 장관,황종률,1967년 10월,1968년 2월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%241
"제3,4공화국",박정희,체신부 장관,김태동,1968년 5월,1969년 5월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%242
"제3,4공화국",박정희,체신부 장관,김보현,1969년 10월,1970년 3월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%243
"제3,4공화국",박정희,체신부 장관,신상철,1970년 12월,1973년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%244
"제3,4공화국",박정희,체신부 장관,문형태,1973년 12월,1974년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%245
"제3,4공화국",박정희,체신부 장관,장승태,1974년 9월,1975년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%246
"제3,4공화국",박정희,체신부 장관,박원근,1975년 12월,1977년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%247
"제3,4공화국",박정희,체신부 장관,이재설,1978년 12월,1978년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%248
"제3,4공화국",박정희,체신부 장관,배상욱,1979년 12월,1979년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%249
"제3,4공화국",박정희,체신부 장관,윤흥정,1980년 5월,1980년 7월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%250
"제3,4공화국",박정희,문화공보부 장관,김동성,1963년 12월,1963년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%251
"제3,4공화국",박정희,문화공보부 장관,이수영,1964년 5월,1964년 6월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%252
"제3,4공화국",박정희,문화공보부 장관,홍종철,1964년 9월,1969년 2월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%253
"제3,4공화국",박정희,문화공보부 장관,신범식,1969년 5월,1970년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%254
"제3,4공화국",박정희,문화공보부 장관,윤주영,1971년 6월,1974년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%255
"제3,4공화국",박정희,문화공보부 장관,이원경,1974년 9월,1975년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%256
"제3,4공화국",박정희,문화공보부 장관,김성진,1975년 12월,1978년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%257
"제3,4공화국",박정희,문화공보부 장관,이규현,1979년 12월,1979년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%258
"제3,4공화국",박정희,문화공보부 장관,이광표,1980년 5월,1980년 7월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%259
"제3,4공화국",박정희,총무처 장관,이석제,1963년 12월,1969년 5월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%260
"제3,4공화국",박정희,총무처 장관,서일교,1969년 10월,1973년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%261
"제3,4공화국",박정희,총무처 장관,심흥선,1973년 12월,1977년 11월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%262
"제3,4공화국",박정희,총무처 장관,심의환,1977년 12월,1978년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%263
"제3,4공화국",박정희,총무처 장관,김용휴,1979년 12월,1980년 7월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%264
"제3,4공화국",박정희,과학기술처 장관,김기형,1967년 6월,1970년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%266
"제3,4공화국",박정희,과학기술처 장관,최형섭,1971년 6월,1977년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%267
"제3,4공화국",박정희,과학기술처 장관,최종완,1978년 12월,1978년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%268
"제3,4공화국",박정희,과학기술처 장관,성좌경,1979년 12월,1980년 7월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%269
제5공화국,전두환,대통령,전두환,1980년 9월,1987년 12월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90
제5공화국,전두환,국무총리,남덕우,1980년 9월,1981년 7월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%91
제5공화국,전두환,국무총리,유창순,1982년 1월,1982년 5월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%92
제5공화국,전두환,국무총리,김상협,1982년 6월,1983년 7월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%93
제5공화국,전두환,국무총리,진의종,1983년 10월,1983년 10월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%94
제5공화국,전두환,국무총리,노신영,1985년 2월,1987년 1월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%95
제5공화국,전두환,국무총리,이한기,1987년 5월,1987년 5월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%96
제5공화국,전두환,국무총리,김정렬,1987년 7월,1987년 12월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%97
제5공화국,전두환,경제기획원 장관,신병현,1980년 9월,1981년 7월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%98
제5공화국,전두환,경제기획원 장관,김준성,1982년 1월,1982년 6월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%99
제5공화국,전두환,경제기획원 장관,서석준,1983년 7월,1983년 7월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%100
제5공화국,전두환,경제기획원 장관,신병현,1983년 10월,1985년 8월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%101
제5공화국,전두환,경제기획원 장관,김만제,1986년 1월,1987년 1월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%102
제5공화국,전두환,경제기획원 장관,정인용,1987년 5월,1987년 12월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%103
제5공화국,전두환,국토통일원 장관,이범석,1980년 9월,1981년 7월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%104
제5공화국,전두환,국토통일원 장관,손재식,1982년 1월,1983년 10월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%105
제5공화국,전두환,국토통일원 장관,이세기,1985년 2월,1985년 2월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%106
제5공화국,전두환,국토통일원 장관,박동진,1985년 7월,1986년 1월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%107
제5공화국,전두환,국토통일원 장관,허문도,1986년 8월,1987년 12월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%108
제5공화국,전두환,외무부 장관,노신영,1980년 9월,1982년 5월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%109
제5공화국,전두환,외무부 장관,이범석,1982년 6월,1983년 7월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%110
제5공화국,전두환,외무부 장관,이원경,1983년 10월,1986년 1월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%111
제5공화국,전두환,외무부 장관,최광수,1986년 8월,1987년 12월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%112
제5공화국,전두환,내무부 장관,서정화,1980년 9월,1982년 3월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%113
제5공화국,전두환,내무부 장관,노태우,1982년 4월,1982년 6월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%114
제5공화국,전두환,내무부 장관,주영복,1983년 7월,1983년 10월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%115
제5공화국,전두환,내무부 장관,정석모,1985년 2월,1986년 1월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%116
제5공화국,전두환,내무부 장관,김종호,1986년 8월,1986년 8월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%117
제5공화국,전두환,내무부 장관,정호용,1987년 1월,1987년 1월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%118
제5공화국,전두환,내무부 장관,고건,1987년 5월,1987년 5월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%119
제5공화국,전두환,내무부 장관,정관용,1987년 7월,1987년 7월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%120
제5공화국,전두환,내무부 장관,이상희,1987년 9월,1987년 12월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%121
제5공화국,전두환,재무부 장관,이승윤,1980년 9월,1981년 7월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%122
제5공화국,전두환,재무부 장관,나웅배,1982년 1월,1982년 5월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%123
제5공화국,전두환,재무부 장관,강경식,1982년 6월,1983년 7월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%124
제5공화국,전두환,재무부 장관,김만제,1983년 10월,1985년 8월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%125
제5공화국,전두환,재무부 장관,정인용,1986년 1월,1987년 1월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%126
제5공화국,전두환,재무부 장관,사공일,1987년 5월,1987년 12월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%127
제5공화국,전두환,법무부 장관,오탁근,1980년 9월,1981년 3월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%128
제5공화국,전두환,법무부 장관,이종원,1981년 4월,1982년 4월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%129
제5공화국,전두환,법무부 장관,정치근,1982년 5월,1982년 5월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%130
제5공화국,전두환,법무부 장관,배명인,1982년 6월,1983년 10월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%131
제5공화국,전두환,법무부 장관,김석휘,1985년 2월,1985년 2월,https://ko.wikipedia.org/wiki/%EC%A0%84%EB%91%90%ED%99%98_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%132
