정부,대통령,명칭,이름,임기시작,임기종료,링크
제6공화국,김대중,해양수산부 장관,정상천,1999년 2월,1999년 6월,https://ko.wikipedia.org/wiki/%EA%B9%80%EB%8C%80%EC%A4%91_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%185
제6공화국,김대중,해양수산부 장관,이항규,2000년 1월,2000년 5월,https://ko.wikipedia.org/wiki/%EA%B9%80%EB%8C%80%EC%A4%91_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%186
제6공화국,김대중,해양수산부 장관,노무현,2000년 8월,2001년 1월,https://ko.wikipedia.org/wiki/%EA%B9%80%EB%8C%80%EC%A4%91_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%187
제6공화국,김대중,해양수산부 장관,정우택,2001년 3월,2001년 9월,https://ko.wikipedia.org/wiki/%EA%B9%80%EB%8C%80%EC%A4%91_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%188
제6공화국,김대중,해양수산부 장관,유삼남,2001년 8월,2002년 4월,https://ko.wikipedia.org/wiki/%EA%B9%80%EB%8C%80%EC%A4%91_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%189
제6공화국,김대중,해양수산부 장관,김호식,2002년 7월,2002년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EB%8C%80%EC%A4%91_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%190
제6공화국,김대중,기획예산처 장관,진념,1999년 5월,2000년 5월,https://ko.wikipedia.org/wiki/%EA%B9%80%EB%8C%80%EC%A4%91_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%192
제6공화국,김대중,기획예산처 장관,전윤철,2000년 8월,2001년 9월,https://ko.wikipedia.org/wiki/%EA%B9%80%EB%8C%80%EC%A4%91_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%193
제6공화국,김대중,기획예산처 장관,장승우,2002년 1월,2002년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EB%8C%80%EC%A4%91_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%194
제6공화국,김영삼,대통령,김영삼,1993년 2월,1997년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90
제6공화국,김영삼,국무총리,황인성,1993년 2월,1993년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%91
제6공화국,김영삼,국무총리,이회창,1993년 12월,1993년 12월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%92
제6공화국,김영삼,국무총리,이영덕,1994년 4월,1994년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%93
제6공화국,김영삼,국무총리,이홍구,1994년 12월,1995년 8월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%94
제6공화국,김영삼,국무총리,이수성,1995년 12월,1996년 12월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%95
제6공화국,김영삼,국무총리,고건,1997년 2월,1997년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%96
제6공화국,김영삼,재정경제원 장관,이경식,1993년 2월,1993년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%97
제6공화국,김영삼,재정경제원 장관,정재석,1993년 12월,1994년 4월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%98
제6공화국,김영삼,재정경제원 장관,홍재형,1994년 10월,1995년 8월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%99
제6공화국,김영삼,재정경제원 장관,나웅배,1995년 12월,1996년 5월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%100
제6공화국,김영삼,재정경제원 장관,한승수,1996년 8월,1996년 12월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%101
제6공화국,김영삼,재정경제원 장관,강경식,1997년 2월,1997년 8월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%102
제6공화국,김영삼,재정경제원 장관,임창열,1997년 11월,1997년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%103
제6공화국,김영삼,통일원 장관,한완상,1993년 2월,1993년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%104
제6공화국,김영삼,통일원 장관,이영덕,1993년 12월,1993년 12월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%105
제6공화국,김영삼,통일원 장관,이홍구,1994년 4월,1994년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%106
제6공화국,김영삼,통일원 장관,김덕,1994년 12월,1994년 12월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%107
제6공화국,김영삼,통일원 장관,나웅배,1995년 2월,1995년 8월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%108
제6공화국,김영삼,통일원 장관,권오기,1995년 12월,1997년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%109
제6공화국,김영삼,외무부 장관,한승주,1993년 2월,1994년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%110
제6공화국,김영삼,외무부 장관,공로명,1994년 12월,1996년 8월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%111
제6공화국,김영삼,외무부 장관,유종하,1996년 10월,1997년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%112
제6공화국,김영삼,내무부 장관,이해구,1993년 2월,1993년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%113
제6공화국,김영삼,내무부 장관,최형우,1993년 12월,1994년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%114
제6공화국,김영삼,내무부 장관,김용태,1994년 12월,1995년 8월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%115
제6공화국,김영삼,내무부 장관,김우석,1995년 12월,1996년 12월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%116
제6공화국,김영삼,내무부 장관,서정화,1997년 2월,1997년 3월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%117
제6공화국,김영삼,내무부 장관,강운태,1997년 2월,1997년 3월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%118
제6공화국,김영삼,내무부 장관,조해녕,1997년 8월,1997년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%119
제6공화국,김영삼,재무부 장관,홍재형,1993년 2월,1994년 4월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%120
제6공화국,김영삼,재무부 장관,박재윤,1994년 10월,1994년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%121
제6공화국,김영삼,법무부 장관,박희태,1993년 2월,1993년 2월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%123
제6공화국,김영삼,법무부 장관,김두희,1993년 3월,1994년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%124
제6공화국,김영삼,법무부 장관,안우만,1994년 12월,1996년 12월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%125
제6공화국,김영삼,법무부 장관,최상엽,1997년 2월,1997년 3월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%126
제6공화국,김영삼,법무부 장관,김종구,1997년 8월,1997년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%127
제6공화국,김영삼,국방부 장관,권영해,1993년 2월,1993년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%128
제6공화국,김영삼,국방부 장관,이병태,1993년 12월,1994년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%129
제6공화국,김영삼,국방부 장관,이양호,1994년 12월,1996년 8월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%130
제6공화국,김영삼,국방부 장관,김동진,1996년 10월,1997년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%131
제6공화국,김영삼,교육부 장관,오병문,1993년 2월,1993년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%132
제6공화국,김영삼,교육부 장관,김숙희,1993년 12월,1995년 2월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%133
제6공화국,김영삼,교육부 장관,박영식,1995년 5월,1995년 8월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%134
제6공화국,김영삼,교육부 장관,안병영,1995년 12월,1997년 3월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%135
제6공화국,김영삼,교육부 장관,이명현,1997년 8월,1997년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%136
제6공화국,김영삼,문화체육부 장관,이민섭,1993년 2월,1994년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%137
제6공화국,김영삼,문화체육부 장관,주돈식,1994년 12월,1995년 8월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%138
제6공화국,김영삼,문화체육부 장관,김영수,1995년 12월,1996년 12월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%139
제6공화국,김영삼,문화체육부 장관,송태호,1997년 2월,1997년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%140
제6공화국,김영삼,농림부 장관,허신행,1993년 2월,1993년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%141
제6공화국,김영삼,농림부 장관,김양배,1993년 12월,1993년 12월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%142
제6공화국,김영삼,농림부 장관,최인기,1994년 4월,1995년 8월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%143
제6공화국,김영삼,농림부 장관,강운태,1995년 12월,1996년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%144
제6공화국,김영삼,농림부 장관,정시채,1996년 12월,1997년 3월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%145
제6공화국,김영삼,농림부 장관,이효계,1997년 8월,1997년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%146
제6공화국,김영삼,통상산업부 장관,김철수,1993년 2월,1994년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%147
제6공화국,김영삼,통상산업부 장관,박재윤,1994년 12월,1996년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%148
제6공화국,김영삼,통상산업부 장관,안광구,1996년 12월,1996년 12월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%149
제6공화국,김영삼,통상산업부 장관,임창열,1997년 2월,1997년 8월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%150
제6공화국,김영삼,통상산업부 장관,정해주,1997년 11월,1997년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%151
제6공화국,김영삼,건설부 장관,허재영,1993년 2월,1993년 2월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%152
제6공화국,김영삼,건설부 장관,고병우,1993년 3월,1993년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%153
제6공화국,김영삼,건설부 장관,김우석,1993년 12월,1994년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%154
제6공화국,김영삼,정보통신부 장관,윤동윤,1993년 2월,1994년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%156
제6공화국,김영삼,정보통신부 장관,경상현,1994년 12월,1995년 8월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%157
제6공화국,김영삼,정보통신부 장관,이석채,1995년 12월,1996년 5월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%158
제6공화국,김영삼,정보통신부 장관,강봉균,1996년 8월,1997년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%159
제6공화국,김영삼,환경부 장관,황산성,1993년 2월,1993년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%160
제6공화국,김영삼,환경부 장관,박윤흔,1993년 12월,1994년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%161
제6공화국,김영삼,환경부 장관,김중위,1994년 12월,1995년 8월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%162
제6공화국,김영삼,환경부 장관,정종택,1995년 12월,1996년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%163
제6공화국,김영삼,환경부 장관,강현욱,1996년 12월,1997년 3월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%164
제6공화국,김영삼,환경부 장관,윤여준,1997년 8월,1997년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%165
제6공화국,김영삼,보건복지부 장관,박양실,1993년 2월,1993년 2월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%166
제6공화국,김영삼,보건복지부 장관,송정숙,1993년 3월,1993년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%167
제6공화국,김영삼,보건복지부 장관,서상목,1993년 12월,1995년 2월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%168
제6공화국,김영삼,보건복지부 장관,이성호,1995년 5월,1995년 8월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%169
제6공화국,김영삼,보건복지부 장관,김양배,1995년 12월,1996년 5월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%170
제6공화국,김영삼,보건복지부 장관,이성호,1996년 8월,1996년 8월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%171
제6공화국,김영삼,보건복지부 장관,손학규,1996년 10월,1997년 3월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%172
제6공화국,김영삼,보건복지부 장관,최광,1997년 8월,1997년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%173
제6공화국,김영삼,노동부 장관,이인제,1993년 2월,1993년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%174
제6공화국,김영삼,노동부 장관,남재희,1993년 12월,1994년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%175
제6공화국,김영삼,노동부 장관,이형구,1994년 12월,1995년 2월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%176
제6공화국,김영삼,노동부 장관,진념,1995년 5월,1997년 3월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%177
제6공화국,김영삼,노동부 장관,이기호,1997년 8월,1997년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%178
제6공화국,김영삼,건설교통부 장관,이계익,1993년 2월,1993년 3월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%179
제6공화국,김영삼,건설교통부 장관,정재석,1993년 10월,1993년 10월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%180
제6공화국,김영삼,건설교통부 장관,오명,1993년 12월,1995년 8월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%181
제6공화국,김영삼,건설교통부 장관,추경석,1995년 12월,1996년 12월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%182
제6공화국,김영삼,건설교통부 장관,이환균,1997년 2월,1997년 11월,https://ko.wikipedia.org/wiki/%EA%B9%80%EC%98%81%EC%82%BC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%183
